"","X","Date","hour","temperature","year","month","day","DayOfWeek","Weekday","PeakHour","Account","tree.pred"
"1",1,"12/1/2014",0,51.98,2014,12,1,0,1,0,744,"Optimal"
"2",2,"12/1/2014",1,51.98,2014,12,1,0,1,0,744,"Optimal"
"3",3,"12/1/2014",2,51.08,2014,12,1,0,1,0,744,"Optimal"
"4",4,"12/1/2014",3,51.08,2014,12,1,0,1,0,744,"Optimal"
"5",5,"12/1/2014",4,51.08,2014,12,1,0,1,0,744,"Optimal"
"6",6,"12/1/2014",5,51.08,2014,12,1,0,1,0,744,"Optimal"
"7",7,"12/1/2014",6,50,2014,12,1,0,1,0,744,"Optimal"
"8",8,"12/1/2014",7,53.06,2014,12,1,0,1,1,744,"Optimal"
"9",9,"12/1/2014",8,55.94,2014,12,1,0,1,1,744,"Optimal"
"10",10,"12/1/2014",9,60.08,2014,12,1,0,1,1,744,"Optimal"
"11",11,"12/1/2014",10,60.08,2014,12,1,0,1,1,744,"Optimal"
"12",12,"12/1/2014",11,62.06,2014,12,1,0,1,1,744,"Optimal"
"13",13,"12/1/2014",12,62.96,2014,12,1,0,1,1,744,"Optimal"
"14",14,"12/1/2014",13,60.98,2014,12,1,0,1,1,744,"Optimal"
"15",15,"12/1/2014",14,57.92,2014,12,1,0,1,1,744,"Optimal"
"16",16,"12/1/2014",15,55.04,2014,12,1,0,1,1,744,"Optimal"
"17",17,"12/1/2014",16,53.06,2014,12,1,0,1,1,744,"Optimal"
"18",18,"12/1/2014",17,51.08,2014,12,1,0,1,1,744,"Optimal"
"19",19,"12/1/2014",18,48.92,2014,12,1,0,1,1,744,"Optimal"
"20",20,"12/1/2014",19,48.02,2014,12,1,0,1,1,744,"Optimal"
"21",21,"12/1/2014",20,46.94,2014,12,1,0,1,0,744,"Optimal"
"22",22,"12/1/2014",21,42.98,2014,12,1,0,1,0,744,"Optimal"
"23",23,"12/1/2014",22,41,2014,12,1,0,1,0,744,"Optimal"
"24",24,"12/1/2014",23,39.02,2014,12,1,0,1,0,744,"Optimal"
"25",25,"12/2/2014",0,37.94,2014,12,2,1,1,0,744,"Optimal"
"26",26,"12/2/2014",1,37.04,2014,12,2,1,1,0,744,"Optimal"
"27",27,"12/2/2014",2,35.96,2014,12,2,1,1,0,744,"Optimal"
"28",28,"12/2/2014",3,35.06,2014,12,2,1,1,0,744,"Optimal"
"29",29,"12/2/2014",4,35.06,2014,12,2,1,1,0,744,"Optimal"
"30",30,"12/2/2014",5,33.98,2014,12,2,1,1,0,744,"Optimal"
"31",31,"12/2/2014",6,33.98,2014,12,2,1,1,0,744,"Optimal"
"32",32,"12/2/2014",7,33.08,2014,12,2,1,1,1,744,"Optimal"
"33",33,"12/2/2014",8,33.08,2014,12,2,1,1,1,744,"Optimal"
"34",34,"12/2/2014",9,33.98,2014,12,2,1,1,1,744,"Optimal"
"35",35,"12/2/2014",10,35.06,2014,12,2,1,1,1,744,"Optimal"
"36",36,"12/2/2014",11,37.04,2014,12,2,1,1,1,744,"Optimal"
"37",37,"12/2/2014",12,37.04,2014,12,2,1,1,1,744,"Optimal"
"38",38,"12/2/2014",13,37.04,2014,12,2,1,1,1,744,"Optimal"
"39",39,"12/2/2014",14,37.04,2014,12,2,1,1,1,744,"Optimal"
"40",40,"12/2/2014",15,37.22,2014,12,2,1,1,1,744,"Optimal"
"41",41,"12/2/2014",16,35.96,2014,12,2,1,1,1,744,"Optimal"
"42",42,"12/2/2014",17,35.96,2014,12,2,1,1,1,744,"Optimal"
"43",43,"12/2/2014",18,36.68,2014,12,2,1,1,1,744,"Optimal"
"44",44,"12/2/2014",19,37.04,2014,12,2,1,1,1,744,"Optimal"
"45",45,"12/2/2014",20,37.67,2014,12,2,1,1,0,744,"Optimal"
"46",46,"12/2/2014",21,39.02,2014,12,2,1,1,0,744,"Optimal"
"47",47,"12/2/2014",22,39.32,2014,12,2,1,1,0,744,"Optimal"
"48",48,"12/2/2014",23,41,2014,12,2,1,1,0,744,"Optimal"
"49",49,"12/3/2014",0,42.89,2014,12,3,2,1,0,744,"Optimal"
"50",50,"12/3/2014",1,43.82,2014,12,3,2,1,0,744,"Optimal"
"51",51,"12/3/2014",2,44.96,2014,12,3,2,1,0,744,"Optimal"
"52",52,"12/3/2014",3,44.78,2014,12,3,2,1,0,744,"Optimal"
"53",53,"12/3/2014",4,45.14,2014,12,3,2,1,0,744,"Optimal"
"54",54,"12/3/2014",5,45.23,2014,12,3,2,1,0,744,"Optimal"
"55",55,"12/3/2014",6,37.58,2014,12,3,2,1,0,744,"Optimal"
"56",56,"12/3/2014",7,37.22,2014,12,3,2,1,1,744,"Optimal"
"57",57,"12/3/2014",8,37.94,2014,12,3,2,1,1,744,"Optimal"
"58",58,"12/3/2014",9,39.02,2014,12,3,2,1,1,744,"Optimal"
"59",59,"12/3/2014",10,40.1,2014,12,3,2,1,1,744,"Optimal"
"60",60,"12/3/2014",11,44.06,2014,12,3,2,1,1,744,"Optimal"
"61",61,"12/3/2014",12,46.31,2014,12,3,2,1,1,744,"Optimal"
"62",62,"12/3/2014",13,50,2014,12,3,2,1,1,744,"Optimal"
"63",63,"12/3/2014",14,51.08,2014,12,3,2,1,1,744,"Optimal"
"64",64,"12/3/2014",15,51.44,2014,12,3,2,1,1,744,"Optimal"
"65",65,"12/3/2014",16,50,2014,12,3,2,1,1,744,"Optimal"
"66",66,"12/3/2014",17,50,2014,12,3,2,1,1,744,"Optimal"
"67",67,"12/3/2014",18,50,2014,12,3,2,1,1,744,"Optimal"
"68",68,"12/3/2014",19,49.46,2014,12,3,2,1,1,744,"Optimal"
"69",69,"12/3/2014",20,48.02,2014,12,3,2,1,0,744,"Optimal"
"70",70,"12/3/2014",21,42.98,2014,12,3,2,1,0,744,"Optimal"
"71",71,"12/3/2014",22,42.08,2014,12,3,2,1,0,744,"Optimal"
"72",72,"12/3/2014",23,39.92,2014,12,3,2,1,0,744,"Optimal"
"73",73,"12/4/2014",0,39.02,2014,12,4,3,1,0,744,"Optimal"
"74",74,"12/4/2014",1,37.94,2014,12,4,3,1,0,744,"Optimal"
"75",75,"12/4/2014",2,37.94,2014,12,4,3,1,0,744,"Optimal"
"76",76,"12/4/2014",3,37.04,2014,12,4,3,1,0,744,"Optimal"
"77",77,"12/4/2014",4,37.04,2014,12,4,3,1,0,744,"Optimal"
"78",78,"12/4/2014",5,33.98,2014,12,4,3,1,0,744,"Optimal"
"79",79,"12/4/2014",6,33.98,2014,12,4,3,1,0,744,"Optimal"
"80",80,"12/4/2014",7,35.06,2014,12,4,3,1,1,744,"Optimal"
"81",81,"12/4/2014",8,37.94,2014,12,4,3,1,1,744,"Optimal"
"82",82,"12/4/2014",9,39.92,2014,12,4,3,1,1,744,"Optimal"
"83",83,"12/4/2014",10,41,2014,12,4,3,1,1,744,"Optimal"
"84",84,"12/4/2014",11,42.08,2014,12,4,3,1,1,744,"Optimal"
"85",85,"12/4/2014",12,42.98,2014,12,4,3,1,1,744,"Optimal"
"86",86,"12/4/2014",13,42.98,2014,12,4,3,1,1,744,"Optimal"
"87",87,"12/4/2014",14,42.08,2014,12,4,3,1,1,744,"Optimal"
"88",88,"12/4/2014",15,39.92,2014,12,4,3,1,1,744,"Optimal"
"89",89,"12/4/2014",16,37.04,2014,12,4,3,1,1,744,"Optimal"
"90",90,"12/4/2014",17,35.96,2014,12,4,3,1,1,744,"Optimal"
"91",91,"12/4/2014",18,33.98,2014,12,4,3,1,1,744,"Optimal"
"92",92,"12/4/2014",19,33.08,2014,12,4,3,1,1,744,"Optimal"
"93",93,"12/4/2014",20,32,2014,12,4,3,1,0,744,"Optimal"
"94",94,"12/4/2014",21,30.92,2014,12,4,3,1,0,744,"Optimal"
"95",95,"12/4/2014",22,30.02,2014,12,4,3,1,0,744,"Optimal"
"96",96,"12/4/2014",23,30.02,2014,12,4,3,1,0,744,"Optimal"
"97",97,"12/5/2014",0,28.94,2014,12,5,4,1,0,744,"Optimal"
"98",98,"12/5/2014",1,28.04,2014,12,5,4,1,0,744,"Optimal"
"99",99,"12/5/2014",2,28.04,2014,12,5,4,1,0,744,"Optimal"
"100",100,"12/5/2014",3,26.96,2014,12,5,4,1,0,744,"Optimal"
"101",101,"12/5/2014",4,26.96,2014,12,5,4,1,0,744,"Optimal"
"102",102,"12/5/2014",5,26.96,2014,12,5,4,1,0,744,"Optimal"
"103",103,"12/5/2014",6,26.06,2014,12,5,4,1,0,744,"Optimal"
"104",104,"12/5/2014",7,26.96,2014,12,5,4,1,1,744,"Optimal"
"105",105,"12/5/2014",8,30.02,2014,12,5,4,1,1,744,"Optimal"
"106",106,"12/5/2014",9,32,2014,12,5,4,1,1,744,"Optimal"
"107",107,"12/5/2014",10,35.96,2014,12,5,4,1,1,744,"Optimal"
"108",108,"12/5/2014",11,37.94,2014,12,5,4,1,1,744,"Optimal"
"109",109,"12/5/2014",12,42.08,2014,12,5,4,1,1,744,"Optimal"
"110",110,"12/5/2014",13,42.08,2014,12,5,4,1,1,744,"Optimal"
"111",111,"12/5/2014",14,41,2014,12,5,4,1,1,744,"Optimal"
"112",112,"12/5/2014",15,39.92,2014,12,5,4,1,1,744,"Optimal"
"113",113,"12/5/2014",16,39.92,2014,12,5,4,1,1,744,"Optimal"
"114",114,"12/5/2014",17,39.92,2014,12,5,4,1,1,744,"Optimal"
"115",115,"12/5/2014",18,41,2014,12,5,4,1,1,744,"Optimal"
"116",116,"12/5/2014",19,41,2014,12,5,4,1,1,744,"Optimal"
"117",117,"12/5/2014",20,41,2014,12,5,4,1,0,744,"Optimal"
"118",118,"12/5/2014",21,41,2014,12,5,4,1,0,744,"Optimal"
"119",119,"12/5/2014",22,39.92,2014,12,5,4,1,0,744,"Optimal"
"120",120,"12/5/2014",23,39.56,2014,12,5,4,1,0,744,"Optimal"
"121",121,"12/6/2014",0,39.74,2014,12,6,5,0,0,744,"Optimal"
"122",122,"12/6/2014",1,40.1,2014,12,6,5,0,0,744,"Optimal"
"123",123,"12/6/2014",2,42.08,2014,12,6,5,0,0,744,"Optimal"
"124",124,"12/6/2014",3,42.86,2014,12,6,5,0,0,744,"Optimal"
"125",125,"12/6/2014",4,44.42,2014,12,6,5,0,0,744,"Optimal"
